material_a_id,material_a,material_b_id,material_b,result_id,result
395,Dancing Elf,541,Hane-Hane,483,Garvas
395,Dancing Elf,546,Wow Warrior,626,Amazon of the Seas
395,Dancing Elf,547,Griggle,638,Queen of Autumn Leaves
395,Dancing Elf,553,Mushroom Man #2,41,Celtic Guardian
395,Dancing Elf,554,Lava Battleguard,551,Dark Elf
395,Dancing Elf,558,Pot the Trick,531,Mystical Sand
395,Dancing Elf,559,Oscillo Hero,41,Celtic Guardian
395,Dancing Elf,563,Wretched Ghost of the Attic,551,Dark Elf
395,Dancing Elf,567,Darkworld Thorns,638,Queen of Autumn Leaves
395,Dancing Elf,574,Witch of the Black Forest,551,Dark Elf
395,Dancing Elf,575,Ancient One of the Deep Forest,627,Nekogal #2
395,Dancing Elf,578,Leo Wizard,551,Dark Elf
395,Dancing Elf,579,Abyss Flower,638,Queen of Autumn Leaves
395,Dancing Elf,584,Binding Chain,582,Dark Witch
395,Dancing Elf,586,Greenkappa,41,Celtic Guardian
395,Dancing Elf,587,Mon Larvas,483,Garvas
395,Dancing Elf,588,Living Vase,638,Queen of Autumn Leaves
395,Dancing Elf,589,Tentacle Plant,638,Queen of Autumn Leaves
395,Dancing Elf,591,Morphing Jar,531,Mystical Sand
395,Dancing Elf,592,Muse-A,582,Dark Witch
395,Dancing Elf,597,Pale Beast,627,Nekogal #2
395,Dancing Elf,598,Little Chimera,627,Nekogal #2
395,Dancing Elf,600,Key Mace #2,551,Dark Elf
395,Dancing Elf,601,Tenderness,2,Mystical Elf
395,Dancing Elf,604,Obese Marmot of Nefariousness,627,Nekogal #2
395,Dancing Elf,607,Great Bill,483,Garvas
395,Dancing Elf,608,Shining Friendship,582,Dark Witch
395,Dancing Elf,612,Lady of Faith,582,Dark Witch
395,Dancing Elf,616,Hourglass of Courage,582,Dark Witch
395,Dancing Elf,618,Warrior of Tradition,551,Dark Elf
395,Dancing Elf,620,Snakeyashi,638,Queen of Autumn Leaves
395,Dancing Elf,621,Succubus Knight,551,Dark Elf
395,Dancing Elf,622,Ill Witch,582,Dark Witch
395,Dancing Elf,623,The Thing That Hides in the Mud,531,Mystical Sand
395,Dancing Elf,625,Fairy of the Fountain,582,Dark Witch
395,Dancing Elf,626,Amazon of the Seas,582,Dark Witch
395,Dancing Elf,628,Witch's Apprentice,551,Dark Elf
395,Dancing Elf,629,Armored Rat,627,Nekogal #2
395,Dancing Elf,631,Maiden of the Moonlight,582,Dark Witch
395,Dancing Elf,632,Stone Ogre Grotto,531,Mystical Sand
395,Dancing Elf,633,Winged Egg of New Life,582,Dark Witch
395,Dancing Elf,635,Queen's Double,41,Celtic Guardian
395,Dancing Elf,637,Trent,638,Queen of Autumn Leaves
395,Dancing Elf,641,Invader of the Throne,41,Celtic Guardian
395,Dancing Elf,642,Mystical Sheep #1,627,Nekogal #2
395,Dancing Elf,649,Hibikime,551,Dark Elf
396,Ocubeam,403,Leogun,483,Garvas
396,Ocubeam,404,Tatsunootoshigo,483,Garvas
396,Ocubeam,428,Magician of Faith,582,Dark Witch
396,Ocubeam,429,Goddess of Whim,582,Dark Witch
396,Ocubeam,430,Water Magician,582,Dark Witch
396,Ocubeam,431,Ice Water,582,Dark Witch
396,Ocubeam,432,Waterdragon Fairy,582,Dark Witch
396,Ocubeam,433,Ancient Elf,582,Dark Witch
396,Ocubeam,434,Beautiful Beast Trainer,582,Dark Witch
396,Ocubeam,435,Water Girl,582,Dark Witch
396,Ocubeam,481,Burglar,483,Garvas
396,Ocubeam,487,Flower Wolf,483,Garvas
396,Ocubeam,494,Rainbow Marine Mermaid,582,Dark Witch
396,Ocubeam,496,Wilmee,483,Garvas
396,Ocubeam,527,Milus Radiant,483,Garvas
396,Ocubeam,528,Togex,483,Garvas
396,Ocubeam,530,Eldeen,582,Dark Witch
396,Ocubeam,541,Hane-Hane,483,Garvas
396,Ocubeam,574,Witch of the Black Forest,582,Dark Witch
396,Ocubeam,575,Ancient One of the Deep Forest,483,Garvas
396,Ocubeam,587,Mon Larvas,483,Garvas
396,Ocubeam,592,Muse-A,582,Dark Witch
396,Ocubeam,597,Pale Beast,483,Garvas
396,Ocubeam,598,Little Chimera,483,Garvas
396,Ocubeam,600,Key Mace #2,582,Dark Witch
396,Ocubeam,604,Obese Marmot of Nefariousness,483,Garvas
396,Ocubeam,607,Great Bill,483,Garvas
396,Ocubeam,612,Lady of Faith,582,Dark Witch
396,Ocubeam,621,Succubus Knight,582,Dark Witch
396,Ocubeam,622,Ill Witch,582,Dark Witch
396,Ocubeam,625,Fairy of the Fountain,582,Dark Witch
396,Ocubeam,626,Amazon of the Seas,582,Dark Witch
396,Ocubeam,628,Witch's Apprentice,582,Dark Witch
396,Ocubeam,629,Armored Rat,483,Garvas
396,Ocubeam,631,Maiden of the Moonlight,582,Dark Witch
396,Ocubeam,635,Queen's Double,582,Dark Witch
396,Ocubeam,641,Invader of the Throne,582,Dark Witch
396,Ocubeam,642,Mystical Sheep #1,483,Garvas
396,Ocubeam,649,Hibikime,582,Dark Witch
397,Leghul,399,Swordsman from a Foreign Land,479,Cockroach Knight
397,Leghul,469,Armed Ninja,479,Cockroach Knight
397,Leghul,480,Kuwagata α,533,Kwagar Hercules
397,Leghul,586,Greenkappa,479,Cockroach Knight
397,Leghul,635,Queen's Double,479,Cockroach Knight
398,Ooguchi,425,Thunder Dragon,73,Kairyu-shin
398,Ooguchi,448,Spike Seadra,73,Kairyu-shin
398,Ooguchi,450,Kappa Avenger,647,Hyosube
398,Ooguchi,459,Tripwire Beast,460,Bolt Escargot
398,Ooguchi,461,Bolt Penguin,460,Bolt Escargot
398,Ooguchi,463,Electric Snake,460,Bolt Escargot
398,Ooguchi,537,Mega Thunderball,460,Bolt Escargot
398,Ooguchi,545,Skelgon,73,Kairyu-shin
398,Ooguchi,555,Tyhone #2,73,Kairyu-shin
398,Ooguchi,561,Lesser Dragon,448,Spike Seadra
398,Ooguchi,603,Fairy Dragon,448,Spike Seadra
398,Ooguchi,610,Electric Lizard,460,Bolt Escargot
399,Swordsman from a Foreign Land,405,Saber Slasher,413,Cyber Soldier
399,Swordsman from a Foreign Land,406,Yaiba Robo,413,Cyber Soldier
399,Swordsman from a Foreign Land,409,Metal Dragon,473,Vermillion Sparrow
399,Swordsman from a Foreign Land,410,Mechanical Spider,413,Cyber Soldier
399,Swordsman from a Foreign Land,411,Bat,413,Cyber Soldier
399,Swordsman from a Foreign Land,412,Giga-tech Wolf,413,Cyber Soldier
399,Swordsman from a Foreign Land,414,Shovel Crusher,413,Cyber Soldier
399,Swordsman from a Foreign Land,416,Blocker,413,Cyber Soldier
399,Swordsman from a Foreign Land,417,Blast Juggler,133,Charubin the Fire Knight
399,Swordsman from a Foreign Land,418,Golgoil,413,Cyber Soldier
399,Swordsman from a Foreign Land,420,Cyber-Stein,413,Cyber Soldier
399,Swordsman from a Foreign Land,421,Cyber Commander,413,Cyber Soldier
399,Swordsman from a Foreign Land,422,Jinzo #7,413,Cyber Soldier
399,Swordsman from a Foreign Land,425,Thunder Dragon,11,Sword Arm of Dragon
399,Swordsman from a Foreign Land,436,White Dolphin,546,Wow Warrior
399,Swordsman from a Foreign Land,448,Spike Seadra,11,Sword Arm of Dragon
399,Swordsman from a Foreign Land,455,Barrel Rock,456,Minomushi Warrior
399,Swordsman from a Foreign Land,457,Stone Ghost,456,Minomushi Warrior
399,Swordsman from a Foreign Land,470,Magical Ghost,96,Armored Zombie
399,Swordsman from a Foreign Land,476,Ganigumo,479,Cockroach Knight
399,Swordsman from a Foreign Land,481,Burglar,64,Tiger Axe
399,Swordsman from a Foreign Land,485,Korogashi,479,Cockroach Knight
399,Swordsman from a Foreign Land,488,Rainbow Flower,511,Bean Soldier
399,Swordsman from a Foreign Land,489,Barrel Lily,511,Bean Soldier
399,Swordsman from a Foreign Land,499,Kattapillar,479,Cockroach Knight
399,Swordsman from a Foreign Land,501,Man-eater Bug,479,Cockroach Knight
399,Swordsman from a Foreign Land,505,Prisman,456,Minomushi Warrior
399,Swordsman from a Foreign Land,506,Gale Dogra,479,Cockroach Knight
399,Swordsman from a Foreign Land,510,Laughing Flower,511,Bean Soldier
399,Swordsman from a Foreign Land,512,Cannon Soldier,413,Cyber Soldier
399,Swordsman from a Foreign Land,514,Brave Scizzar,413,Cyber Soldier
399,Swordsman from a Foreign Land,515,The Statue of Easter Island,456,Minomushi Warrior
399,Swordsman from a Foreign Land,516,Muka Muka,456,Minomushi Warrior
399,Swordsman from a Foreign Land,519,Fire Kraken,15,Flame Swordsman
399,Swordsman from a Foreign Land,527,Milus Radiant,64,Tiger Axe
399,Swordsman from a Foreign Land,539,Corroding Shark,30,Zombie Warrior
399,Swordsman from a Foreign Land,544,Dharma Cannon,413,Cyber Soldier
399,Swordsman from a Foreign Land,545,Skelgon,11,Sword Arm of Dragon
399,Swordsman from a Foreign Land,547,Griggle,511,Bean Soldier
399,Swordsman from a Foreign Land,548,Bone Mouse,30,Zombie Warrior
399,Swordsman from a Foreign Land,555,Tyhone #2,15,Flame Swordsman
399,Swordsman from a Foreign Land,556,The Wandering Doomed,30,Zombie Warrior
399,Swordsman from a Foreign Land,557,Steel Ogre Grotto #1,413,Cyber Soldier
399,Swordsman from a Foreign Land,558,Pot the Trick,456,Minomushi Warrior
399,Swordsman from a Foreign Land,561,Lesser Dragon,502,D. Human
399,Swordsman from a Foreign Land,562,Needle Worm,479,Cockroach Knight
399,Swordsman from a Foreign Land,567,Darkworld Thorns,511,Bean Soldier
399,Swordsman from a Foreign Land,579,Abyss Flower,511,Bean Soldier
399,Swordsman from a Foreign Land,580,Patrol Robo,413,Cyber Soldier
399,Swordsman from a Foreign Land,585,Mechanical Snail,413,Cyber Soldier
399,Swordsman from a Foreign Land,588,Living Vase,511,Bean Soldier
399,Swordsman from a Foreign Land,589,Tentacle Plant,511,Bean Soldier
399,Swordsman from a Foreign Land,591,Morphing Jar,456,Minomushi Warrior
399,Swordsman from a Foreign Land,598,Little Chimera,64,Tiger Axe
399,Swordsman from a Foreign Land,603,Fairy Dragon,294,Dragoness the Wicked Knight
399,Swordsman from a Foreign Land,604,Obese Marmot of Nefariousness,64,Tiger Axe
399,Swordsman from a Foreign Land,609,Bladefly,479,Cockroach Knight
399,Swordsman from a Foreign Land,620,Snakeyashi,511,Bean Soldier
399,Swordsman from a Foreign Land,623,The Thing That Hides in the Mud,456,Minomushi Warrior
399,Swordsman from a Foreign Land,629,Armored Rat,64,Tiger Axe
399,Swordsman from a Foreign Land,642,Mystical Sheep #1,64,Tiger Axe
399,Swordsman from a Foreign Land,643,Disk Magician,413,Cyber Soldier
399,Swordsman from a Foreign Land,644,Flame Viper,133,Charubin the Fire Knight
402,Monster Eye,504,Fungi of the Musk,567,Darkworld Thorns
402,Monster Eye,561,Lesser Dragon,31,Koumori Dragon
402,Monster Eye,603,Fairy Dragon,31,Koumori Dragon
402,Monster Eye,681,House of Adhesive Tape,171,Big Eye
403,Leogun,409,Metal Dragon,529,Flame Cerebrus
403,Leogun,417,Blast Juggler,529,Flame Cerebrus
403,Leogun,428,Magician of Faith,627,Nekogal #2
403,Leogun,429,Goddess of Whim,627,Nekogal #2
403,Leogun,430,Water Magician,627,Nekogal #2
403,Leogun,431,Ice Water,627,Nekogal #2
403,Leogun,432,Waterdragon Fairy,627,Nekogal #2
403,Leogun,433,Ancient Elf,627,Nekogal #2
403,Leogun,434,Beautiful Beast Trainer,627,Nekogal #2
403,Leogun,435,Water Girl,627,Nekogal #2
403,Leogun,473,Vermillion Sparrow,529,Flame Cerebrus
403,Leogun,488,Rainbow Flower,487,Flower Wolf
403,Leogun,489,Barrel Lily,487,Flower Wolf
403,Leogun,494,Rainbow Marine Mermaid,627,Nekogal #2
403,Leogun,510,Laughing Flower,487,Flower Wolf
403,Leogun,511,Bean Soldier,487,Flower Wolf
403,Leogun,519,Fire Kraken,529,Flame Cerebrus
403,Leogun,530,Eldeen,627,Nekogal #2
403,Leogun,540,Skelengel,483,Garvas
403,Leogun,547,Griggle,487,Flower Wolf
403,Leogun,555,Tyhone #2,529,Flame Cerebrus
403,Leogun,567,Darkworld Thorns,487,Flower Wolf
403,Leogun,574,Witch of the Black Forest,627,Nekogal #2
403,Leogun,579,Abyss Flower,487,Flower Wolf
403,Leogun,582,Dark Witch,627,Nekogal #2
403,Leogun,588,Living Vase,487,Flower Wolf
403,Leogun,589,Tentacle Plant,487,Flower Wolf
403,Leogun,592,Muse-A,627,Nekogal #2
403,Leogun,600,Key Mace #2,627,Nekogal #2
403,Leogun,601,Tenderness,483,Garvas
403,Leogun,608,Shining Friendship,483,Garvas
403,Leogun,612,Lady of Faith,627,Nekogal #2
403,Leogun,616,Hourglass of Courage,483,Garvas
403,Leogun,620,Snakeyashi,487,Flower Wolf
403,Leogun,621,Succubus Knight,627,Nekogal #2
403,Leogun,622,Ill Witch,627,Nekogal #2
403,Leogun,625,Fairy of the Fountain,627,Nekogal #2
403,Leogun,626,Amazon of the Seas,627,Nekogal #2
403,Leogun,628,Witch's Apprentice,627,Nekogal #2
403,Leogun,631,Maiden of the Moonlight,627,Nekogal #2
403,Leogun,633,Winged Egg of New Life,483,Garvas
403,Leogun,635,Queen's Double,627,Nekogal #2
403,Leogun,637,Trent,487,Flower Wolf
403,Leogun,638,Queen of Autumn Leaves,627,Nekogal #2
403,Leogun,641,Invader of the Throne,627,Nekogal #2
403,Leogun,644,Flame Viper,529,Flame Cerebrus
403,Leogun,649,Hibikime,627,Nekogal #2
404,Tatsunootoshigo,436,White Dolphin,230,Rare Fish
404,Tatsunootoshigo,439,Bottom Dweller,617,Marine Beast
404,Tatsunootoshigo,494,Rainbow Marine Mermaid,617,Marine Beast
404,Tatsunootoshigo,507,Crazy Fish,617,Marine Beast
404,Tatsunootoshigo,540,Skelengel,483,Garvas
404,Tatsunootoshigo,542,Misairuzame,230,Rare Fish
404,Tatsunootoshigo,543,Tongyo,230,Rare Fish
404,Tatsunootoshigo,546,Wow Warrior,230,Rare Fish
404,Tatsunootoshigo,582,Dark Witch,483,Garvas
404,Tatsunootoshigo,601,Tenderness,483,Garvas
404,Tatsunootoshigo,608,Shining Friendship,483,Garvas
404,Tatsunootoshigo,616,Hourglass of Courage,483,Garvas
404,Tatsunootoshigo,626,Amazon of the Seas,230,Rare Fish
404,Tatsunootoshigo,628,Witch's Apprentice,483,Garvas
404,Tatsunootoshigo,631,Maiden of the Moonlight,483,Garvas
404,Tatsunootoshigo,633,Winged Egg of New Life,483,Garvas
405,Saber Slasher,425,Thunder Dragon,409,Metal Dragon
405,Saber Slasher,436,White Dolphin,438,Metal Fish
405,Saber Slasher,448,Spike Seadra,409,Metal Dragon
405,Saber Slasher,469,Armed Ninja,413,Cyber Soldier
405,Saber Slasher,481,Burglar,423,Dice Armadillo
405,Saber Slasher,494,Rainbow Marine Mermaid,438,Metal Fish
405,Saber Slasher,502,D. Human,413,Cyber Soldier
405,Saber Slasher,527,Milus Radiant,423,Dice Armadillo
405,Saber Slasher,528,Togex,423,Dice Armadillo
405,Saber Slasher,542,Misairuzame,438,Metal Fish
405,Saber Slasher,543,Tongyo,438,Metal Fish
405,Saber Slasher,545,Skelgon,409,Metal Dragon
405,Saber Slasher,546,Wow Warrior,438,Metal Fish
405,Saber Slasher,553,Mushroom Man #2,413,Cyber Soldier
405,Saber Slasher,555,Tyhone #2,409,Metal Dragon
405,Saber Slasher,559,Oscillo Hero,413,Cyber Soldier
405,Saber Slasher,561,Lesser Dragon,409,Metal Dragon
405,Saber Slasher,568,Anthrosaurus,508,Cyber Saurus
405,Saber Slasher,570,Trakadon,508,Cyber Saurus
405,Saber Slasher,573,Little D,508,Cyber Saurus
405,Saber Slasher,586,Greenkappa,413,Cyber Soldier
405,Saber Slasher,597,Pale Beast,423,Dice Armadillo
405,Saber Slasher,598,Little Chimera,423,Dice Armadillo
405,Saber Slasher,603,Fairy Dragon,409,Metal Dragon
405,Saber Slasher,604,Obese Marmot of Nefariousness,423,Dice Armadillo
405,Saber Slasher,626,Amazon of the Seas,438,Metal Fish
405,Saber Slasher,629,Armored Rat,423,Dice Armadillo
405,Saber Slasher,635,Queen's Double,413,Cyber Soldier
405,Saber Slasher,641,Invader of the Throne,413,Cyber Soldier
405,Saber Slasher,642,Mystical Sheep #1,423,Dice Armadillo
405,Saber Slasher,649,Hibikime,413,Cyber Soldier
405,Saber Slasher,712,Meteor Dragon,409,Metal Dragon
406,Yaiba Robo,425,Thunder Dragon,409,Metal Dragon
406,Yaiba Robo,436,White Dolphin,542,Misairuzame
406,Yaiba Robo,448,Spike Seadra,409,Metal Dragon
406,Yaiba Robo,469,Armed Ninja,413,Cyber Soldier
406,Yaiba Robo,481,Burglar,412,Giga-tech Wolf
406,Yaiba Robo,494,Rainbow Marine Mermaid,438,Metal Fish
406,Yaiba Robo,502,D. Human,413,Cyber Soldier
406,Yaiba Robo,527,Milus Radiant,412,Giga-tech Wolf
406,Yaiba Robo,528,Togex,423,Dice Armadillo
406,Yaiba Robo,530,Eldeen,643,Disk Magician
406,Yaiba Robo,542,Misairuzame,438,Metal Fish
406,Yaiba Robo,543,Tongyo,542,Misairuzame
406,Yaiba Robo,545,Skelgon,409,Metal Dragon
406,Yaiba Robo,546,Wow Warrior,542,Misairuzame
406,Yaiba Robo,553,Mushroom Man #2,413,Cyber Soldier
406,Yaiba Robo,555,Tyhone #2,409,Metal Dragon
406,Yaiba Robo,559,Oscillo Hero,413,Cyber Soldier
406,Yaiba Robo,561,Lesser Dragon,409,Metal Dragon
406,Yaiba Robo,568,Anthrosaurus,508,Cyber Saurus
406,Yaiba Robo,570,Trakadon,508,Cyber Saurus
406,Yaiba Robo,573,Little D,508,Cyber Saurus
406,Yaiba Robo,574,Witch of the Black Forest,643,Disk Magician
406,Yaiba Robo,586,Greenkappa,413,Cyber Soldier
406,Yaiba Robo,597,Pale Beast,423,Dice Armadillo
406,Yaiba Robo,598,Little Chimera,412,Giga-tech Wolf
406,Yaiba Robo,603,Fairy Dragon,409,Metal Dragon
406,Yaiba Robo,604,Obese Marmot of Nefariousness,412,Giga-tech Wolf
406,Yaiba Robo,626,Amazon of the Seas,542,Misairuzame
406,Yaiba Robo,628,Witch's Apprentice,643,Disk Magician
406,Yaiba Robo,629,Armored Rat,412,Giga-tech Wolf
406,Yaiba Robo,635,Queen's Double,413,Cyber Soldier
406,Yaiba Robo,641,Invader of the Throne,413,Cyber Soldier
406,Yaiba Robo,642,Mystical Sheep #1,412,Giga-tech Wolf
406,Yaiba Robo,649,Hibikime,413,Cyber Soldier
406,Yaiba Robo,712,Meteor Dragon,409,Metal Dragon
407,Machine King,464,Wing Eagle,467,Crimson Sunbird
407,Machine King,465,Punished Eagle,467,Crimson Sunbird
407,Machine King,466,Skull Red Bird,467,Crimson Sunbird
407,Machine King,468,Queen Bird,467,Crimson Sunbird
407,Machine King,491,Peacock,467,Crimson Sunbird
407,Machine King,521,Skullbird,467,Crimson Sunbird
407,Machine King,522,Monstrous Bird,467,Crimson Sunbird
407,Machine King,538,Niwatori,467,Crimson Sunbird
407,Machine King,552,Winged Dragon #2,467,Crimson Sunbird
407,Machine King,577,Crow Goblin,467,Crimson Sunbird
407,Machine King,581,Takuhee,467,Crimson Sunbird
407,Machine King,595,Fiend Refrection #1,467,Crimson Sunbird
407,Machine King,636,Blue-winged Crown,467,Crimson Sunbird
408,Giant Mech-soldier,425,Thunder Dragon,409,Metal Dragon
408,Giant Mech-soldier,448,Spike Seadra,409,Metal Dragon
408,Giant Mech-soldier,545,Skelgon,409,Metal Dragon
408,Giant Mech-soldier,555,Tyhone #2,409,Metal Dragon
408,Giant Mech-soldier,561,Lesser Dragon,409,Metal Dragon
408,Giant Mech-soldier,568,Anthrosaurus,508,Cyber Saurus
408,Giant Mech-soldier,570,Trakadon,508,Cyber Saurus
408,Giant Mech-soldier,573,Little D,508,Cyber Saurus
408,Giant Mech-soldier,603,Fairy Dragon,409,Metal Dragon
408,Giant Mech-soldier,712,Meteor Dragon,409,Metal Dragon
409,Metal Dragon,425,Thunder Dragon,613,Twin-headed Thunder Dragon
409,Metal Dragon,434,Beautiful Beast Trainer,473,Vermillion Sparrow
409,Metal Dragon,449,"30,000-Year White Turtle",443,Sea King Dragon
409,Metal Dragon,454,Destroyer Golem,426,Stone D.
409,Metal Dragon,455,Barrel Rock,426,Stone D.
409,Metal Dragon,456,Minomushi Warrior,426,Stone D.
409,Metal Dragon,457,Stone Ghost,426,Stone D.
409,Metal Dragon,458,Kaminari Attack,613,Twin-headed Thunder Dragon
409,Metal Dragon,459,Tripwire Beast,613,Twin-headed Thunder Dragon
409,Metal Dragon,460,Bolt Escargot,613,Twin-headed Thunder Dragon
409,Metal Dragon,461,Bolt Penguin,613,Twin-headed Thunder Dragon
409,Metal Dragon,462,The Immortal of Thunder,613,Twin-headed Thunder Dragon
409,Metal Dragon,463,Electric Snake,613,Twin-headed Thunder Dragon
409,Metal Dragon,464,Wing Eagle,467,Crimson Sunbird
409,Metal Dragon,465,Punished Eagle,467,Crimson Sunbird
409,Metal Dragon,466,Skull Red Bird,467,Crimson Sunbird
409,Metal Dragon,468,Queen Bird,467,Crimson Sunbird
409,Metal Dragon,469,Armed Ninja,473,Vermillion Sparrow
409,Metal Dragon,470,Magical Ghost,39,Curse of Dragon
409,Metal Dragon,481,Burglar,529,Flame Cerebrus
409,Metal Dragon,483,Garvas,529,Flame Cerebrus
409,Metal Dragon,487,Flower Wolf,529,Flame Cerebrus
409,Metal Dragon,488,Rainbow Flower,571,B. Dragon Jungle King
409,Metal Dragon,489,Barrel Lily,571,B. Dragon Jungle King
409,Metal Dragon,491,Peacock,467,Crimson Sunbird
409,Metal Dragon,502,D. Human,473,Vermillion Sparrow
409,Metal Dragon,503,Turtle Raccoon,443,Sea King Dragon
409,Metal Dragon,505,Prisman,426,Stone D.
409,Metal Dragon,510,Laughing Flower,571,B. Dragon Jungle King
409,Metal Dragon,511,Bean Soldier,571,B. Dragon Jungle King
409,Metal Dragon,515,The Statue of Easter Island,426,Stone D.
409,Metal Dragon,516,Muka Muka,426,Stone D.
409,Metal Dragon,517,Sand Stone,426,Stone D.
409,Metal Dragon,518,Boulder Tortoise,443,Sea King Dragon
409,Metal Dragon,520,Turtle Bird,443,Sea King Dragon
409,Metal Dragon,521,Skullbird,467,Crimson Sunbird
409,Metal Dragon,522,Monstrous Bird,467,Crimson Sunbird
409,Metal Dragon,527,Milus Radiant,529,Flame Cerebrus
409,Metal Dragon,528,Togex,529,Flame Cerebrus
409,Metal Dragon,537,Mega Thunderball,613,Twin-headed Thunder Dragon
409,Metal Dragon,538,Niwatori,467,Crimson Sunbird
409,Metal Dragon,539,Corroding Shark,39,Curse of Dragon
409,Metal Dragon,545,Skelgon,39,Curse of Dragon
409,Metal Dragon,547,Griggle,571,B. Dragon Jungle King
409,Metal Dragon,548,Bone Mouse,39,Curse of Dragon
409,Metal Dragon,552,Winged Dragon #2,467,Crimson Sunbird
409,Metal Dragon,553,Mushroom Man #2,473,Vermillion Sparrow
409,Metal Dragon,554,Lava Battleguard,473,Vermillion Sparrow
409,Metal Dragon,556,The Wandering Doomed,39,Curse of Dragon
409,Metal Dragon,558,Pot the Trick,426,Stone D.
409,Metal Dragon,559,Oscillo Hero,473,Vermillion Sparrow
409,Metal Dragon,567,Darkworld Thorns,571,B. Dragon Jungle King
409,Metal Dragon,575,Ancient One of the Deep Forest,529,Flame Cerebrus
409,Metal Dragon,577,Crow Goblin,467,Crimson Sunbird
409,Metal Dragon,579,Abyss Flower,571,B. Dragon Jungle King
409,Metal Dragon,581,Takuhee,467,Crimson Sunbird
409,Metal Dragon,586,Greenkappa,473,Vermillion Sparrow
409,Metal Dragon,588,Living Vase,571,B. Dragon Jungle King
409,Metal Dragon,589,Tentacle Plant,571,B. Dragon Jungle King
409,Metal Dragon,591,Morphing Jar,426,Stone D.
409,Metal Dragon,593,Giant Turtle Who Feeds on Flames,443,Sea King Dragon
409,Metal Dragon,594,Rose Spectre of Dunn,571,B. Dragon Jungle King
409,Metal Dragon,595,Fiend Refrection #1,467,Crimson Sunbird
409,Metal Dragon,596,Ghoul with an Appetite,39,Curse of Dragon
409,Metal Dragon,597,Pale Beast,529,Flame Cerebrus
409,Metal Dragon,598,Little Chimera,529,Flame Cerebrus
409,Metal Dragon,604,Obese Marmot of Nefariousness,529,Flame Cerebrus
409,Metal Dragon,610,Electric Lizard,613,Twin-headed Thunder Dragon
409,Metal Dragon,620,Snakeyashi,571,B. Dragon Jungle King
409,Metal Dragon,621,Succubus Knight,473,Vermillion Sparrow
409,Metal Dragon,623,The Thing That Hides in the Mud,426,Stone D.
409,Metal Dragon,629,Armored Rat,529,Flame Cerebrus
409,Metal Dragon,632,Stone Ogre Grotto,426,Stone D.
409,Metal Dragon,635,Queen's Double,473,Vermillion Sparrow
409,Metal Dragon,636,Blue-winged Crown,467,Crimson Sunbird
409,Metal Dragon,637,Trent,571,B. Dragon Jungle King
409,Metal Dragon,638,Queen of Autumn Leaves,571,B. Dragon Jungle King
409,Metal Dragon,641,Invader of the Throne,473,Vermillion Sparrow
409,Metal Dragon,642,Mystical Sheep #1,529,Flame Cerebrus
409,Metal Dragon,649,Hibikime,473,Vermillion Sparrow
409,Metal Dragon,719,Dokurorider,39,Curse of Dragon
410,Mechanical Spider,425,Thunder Dragon,409,Metal Dragon
410,Mechanical Spider,436,White Dolphin,542,Misairuzame
410,Mechanical Spider,448,Spike Seadra,409,Metal Dragon
410,Mechanical Spider,469,Armed Ninja,413,Cyber Soldier
410,Mechanical Spider,481,Burglar,412,Giga-tech Wolf
410,Mechanical Spider,494,Rainbow Marine Mermaid,438,Metal Fish
410,Mechanical Spider,502,D. Human,413,Cyber Soldier
410,Mechanical Spider,527,Milus Radiant,412,Giga-tech Wolf
410,Mechanical Spider,528,Togex,423,Dice Armadillo
410,Mechanical Spider,530,Eldeen,643,Disk Magician
410,Mechanical Spider,542,Misairuzame,438,Metal Fish
410,Mechanical Spider,543,Tongyo,542,Misairuzame
410,Mechanical Spider,545,Skelgon,409,Metal Dragon
410,Mechanical Spider,546,Wow Warrior,542,Misairuzame
410,Mechanical Spider,553,Mushroom Man #2,413,Cyber Soldier
410,Mechanical Spider,555,Tyhone #2,409,Metal Dragon
410,Mechanical Spider,559,Oscillo Hero,413,Cyber Soldier
410,Mechanical Spider,561,Lesser Dragon,409,Metal Dragon
410,Mechanical Spider,568,Anthrosaurus,508,Cyber Saurus
410,Mechanical Spider,570,Trakadon,508,Cyber Saurus
410,Mechanical Spider,573,Little D,508,Cyber Saurus
410,Mechanical Spider,574,Witch of the Black Forest,643,Disk Magician
410,Mechanical Spider,586,Greenkappa,413,Cyber Soldier
410,Mechanical Spider,597,Pale Beast,423,Dice Armadillo
410,Mechanical Spider,598,Little Chimera,412,Giga-tech Wolf
410,Mechanical Spider,603,Fairy Dragon,409,Metal Dragon
410,Mechanical Spider,604,Obese Marmot of Nefariousness,412,Giga-tech Wolf
410,Mechanical Spider,626,Amazon of the Seas,542,Misairuzame
410,Mechanical Spider,628,Witch's Apprentice,643,Disk Magician
410,Mechanical Spider,629,Armored Rat,412,Giga-tech Wolf
410,Mechanical Spider,635,Queen's Double,413,Cyber Soldier
410,Mechanical Spider,641,Invader of the Throne,413,Cyber Soldier
410,Mechanical Spider,642,Mystical Sheep #1,412,Giga-tech Wolf
410,Mechanical Spider,649,Hibikime,413,Cyber Soldier
410,Mechanical Spider,712,Meteor Dragon,409,Metal Dragon
411,Bat,425,Thunder Dragon,409,Metal Dragon
411,Bat,436,White Dolphin,542,Misairuzame
411,Bat,448,Spike Seadra,409,Metal Dragon
411,Bat,469,Armed Ninja,413,Cyber Soldier
411,Bat,481,Burglar,412,Giga-tech Wolf
