address,attempt,compiler,flags,result,summary
0x80071CB0,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=target-preheader-source source=tmp/candidates/func_80071CB0_v5.c,nonmatch,Source-order and i=best reconstruction expands text to 544/520 bytes and changes relocations; first mismatch remains preheader +0x74.
0x80071CB0,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=parked-nearmatch-final source=tmp/candidates/func_80071CB0_v3.c,deferred,Terminal default-profile test shrinks text to 516/520 bytes and changes relocations; closest remains the split profile at exact size/relocations with three preheader-order words differing.
0x80012E5C,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_as_g4 label=parked-local-types source=tmp/candidates/func_80012E5C_v3.c,nonmatch,Parked display-path source with independently recovered widths builds 536/528 bytes; relocations differ and first branch displacement mismatch is +0x18.
0x80012E5C,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_as_g4 label=parked-declaration-repair source=tmp/candidates/func_80012E5C_v4.c,nonmatch,Corrected scalar/pointer global declarations reduce text to 532/528 bytes; relocations still differ and first mismatch remains branch displacement +0x18.
0x80012E5C,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split_as_g4 label=parked-exact-size source=tmp/candidates/func_80012E5C_v5.c,nonmatch,"Split-address GCC with MASPSX/as -G4 reaches exact 528-byte size; relocations/order still differ, first word mismatch +0x20 1080023c!=0a80023c. Old parked evidence reports 24 differing words."
0x80012E5C,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split_as_g4 label=target-load-order source=tmp/candidates/func_80012E5C_v6.c,deferred,Terminal target-load-order variant remains exact 528-byte size but first mismatch stays +0x20 and relocations/order differ; closest residual is the 24-word parked split/G4 shape.
0x80052694,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=reference-pointer-global source=tmp/agents/reference-pure-8/variants/func_80052694_a1.c,nonmatch,Reference-derived pure C with pointer declaration fails linking: GPREL16 relocations against D_800F2B20 are out of range; candidate relocation count 19 versus target 20.
0x80052694,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=reference-array-global source=tmp/agents/reference-pure-8/variants/func_80052694_a2.c,nonmatch,Corrected pointer-object declaration compiles with all 20 relocations but text is 544/536 bytes; first word mismatch +0xC 4a2b5084!=4a2b508c.
0x80052694,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=reference-array-global source=tmp/agents/reference-pure-8/variants/func_80052694_a3.c,nonmatch,Default G8 reference-derived source is 552/536 bytes with 21/20 relocations; first mismatch word +0x4 0f80023c!=1800b0af.
0x80052694,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_sched2 label=reference-array-global source=tmp/agents/reference-pure-8/variants/func_80052694_a4.c,deferred,Terminal no-second-scheduler reference candidate is 556/536 bytes with 21/20 relocations; closest remains split G8 at 544 bytes with all 20 relocations and first mismatch +0xC.
0x8005FC1C,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=parked-local-types source=tmp/candidates/func_8005FC1C_v3.c,nonmatch,Locally typed parked dispatch source under G0 expands to 632/552 bytes with relocation differences; first register mismatch at +0x2.
0x8005FC1C,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=parked-local-types source=tmp/candidates/func_8005FC1C_v3.c,nonmatch,G8 profile produces the same 632/552-byte dispatch tree as G0 with relocation differences; first register mismatch remains +0x2.
0x8005FC1C,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=parked-nearmatch source=tmp/candidates/func_8005FC1C_v3.c,nonmatch,"Split-address profile reaches the documented parked shape at 560/552 bytes; first mismatch is branch target word +0x84 8f7f0108!=917f0108, with 27 known dispatch/return-shape differences."
0x8005FC1C,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=parked-nearmatch-final source=tmp/candidates/func_8005FC1C_v3.c,deferred,"Terminal split G0 profile reproduces the same 560/552-byte parked shape as split G8; closest residual remains 27 words, caused chiefly by shared versus inline default-return blocks."
0x8005B36C,2,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=repaired-m2c-pointer-types source=tmp/manual-matching/8005B36C/attempt2.c,nonmatch,"Compiles; target/candidate text 364/368 bytes. First word differs by initial arg register assignment; D_800FE240 relocation use schedule differs (target 10 records, candidate 8)."
0x8005B36C,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=minimal-m2c-repair source=tmp/manual-matching/8005B36C/attempt3.c,nonmatch,"Compiles with target relocation count (10) but text is 376/364 bytes; first divergence at +0x4 from second argument register allocation, and first D_800FE240 load occurs eight bytes too early."
0x8005B36C,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=legacy-ygofm-source source=tmp/manual-matching/8005B36C/attempt4.c,nonmatch,Legacy ygofm source compiles to 356/364 bytes with the correct 10 relocation kinds but all relocation offsets are early; first structural divergence at +0x10 where target preserves arg2 in t2 before loading stack arg5.
0x8005B36C,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=explicit-saved-index source=tmp/manual-matching/8005B36C/attempt5.c,nonmatch,"Explicit saved_idx is optimized away and reproduces attempt 4 exactly: 356/364 bytes, first divergence +0x10, correct relocation count but offsets early."
0x8005B36C,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=legacy-source-split-addresses source=tmp/manual-matching/8005B36C/attempt4.c,deferred,"Sixth variant is worse: split-address profile emits 344/364 bytes and only seven relocation records, with register divergence from the first instruction. Closest remains attempt 4/5 at 356 bytes with correct relocation count."
0x8005B0B4,2,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=legacy-ygofm-source source=tmp/manual-matching/8005B0B4/attempt2.c,nonmatch,"Target/candidate text 428/432 bytes with matching relocation records; first divergence at +0x70 is the temporary hue register, and the final RGB copy is four bytes longer."
0x8005B0B4,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=reuse-mode-index source=tmp/manual-matching/8005B0B4/attempt3.c,nonmatch,"Exact 428-byte size, but reusing k changes saved-register setup at +0x44 and shifts the internal branch relocation four bytes early; target/candidate call relocations otherwise agree."
0x8005B0B4,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=staged-rgb-copy source=tmp/manual-matching/8005B0B4/attempt4.c,nonmatch,Staging signed RGB loads preserves relocations but over-optimizes the tail to 416/428 bytes; first residual remains the hue temporary register at +0x70.
0x8005B0B4,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=legacy-source-split-addresses source=tmp/manual-matching/8005B0B4/attempt2.c,nonmatch,"Split-address profile is byte-identical to attempt 2 because the function has only call/branch relocations: 432/428 bytes, first residual +0x70."
0x8005B0B4,6,gcc-2.7.2-mips,profile=gcc_2_7_2_g0 label=legacy-source-dos-fallback source=tmp/manual-matching/8005B0B4/attempt2.c,deferred,"Sixth attempt reaches exact 428-byte size but changes the saved-register frame from +0x4 and shifts the second call relocation four bytes early. Closest remains GCC 2.8.1 attempt 2: +4 bytes, matching relocations, first residual +0x70."
0x80048768,2,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=unchiga-pure-c-without-pins source=tmp/manual-matching/80048768/attempt2.c,nonmatch,"Exact 440-byte size; removing collaborator register pins changes saved-register allocation from +0x4. Absolute global relocations also use collaborator alias D_8009B45C instead of local target symbol g_SDValue, and the middle call/global block is 12 bytes late."
0x80048768,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=local-global-symbol source=tmp/manual-matching/80048768/attempt3.c,nonmatch,"Exact 440-byte size and corrected local g_SDValue relocation symbols. Register allocation still diverges at +0x4; func_80077C50 and its following global load remain 12 bytes late, so relocation offsets do not match."
0x80048768,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=local-symbol-split-addresses source=tmp/manual-matching/80048768/attempt3.c,nonmatch,"Split-address profile worsens the candidate to 444/440 bytes, changes the stack frame at +0x0, and splits/hoists global relocations differently."
0x80048768,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_sched2 label=local-symbol-no-sched2 source=tmp/manual-matching/80048768/attempt3.c,nonmatch,No-second-scheduler retains exact size but worsens entry scheduling: first divergence +0x4 becomes an early ra save. The middle call/global relocation block remains 12 bytes late.
0x80048768,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=register-hints-without-asm source=tmp/manual-matching/80048768/attempt6.c,deferred,"Sixth pure-C variant is byte-identical to attempt 3: register hints without fixed-register asm are ignored. Closest residual is exact 440-byte size with local symbols, but entry allocation differs and the middle relocation block is 12 bytes late."
0x8004DC38,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=legacy-ygofm-source source=tmp/manual-matching/8004DC38/attempt3.c,nonmatch,Semantically aligned source compiles to 496/492 bytes; compiler strength-reduces the opening index arithmetic in a different order from +0x0. Candidate has three local branch relocations versus target two.
0x8004DC38,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=explicit-index-strength-reduction source=tmp/manual-matching/8004DC38/attempt4.c,nonmatch,"Explicit 0x74/0x76 shift-add chains reach exact 492-byte size, but candidate begins with the c shift rather than target base copy. Candidate retains an extra local branch relocation and the first target branch relocation is eight bytes later."
0x8004DC38,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=explicit-base-local source=tmp/manual-matching/8004DC38/attempt5.c,nonmatch,"Explicit base local is optimized away and is byte-identical to attempt 4: exact size, opening scheduler mismatch, and three versus two local branch relocations."
0x8004DC38,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_sched2 label=explicit-index-no-sched2 source=tmp/manual-matching/8004DC38/attempt4.c,deferred,Sixth attempt worsens to 504/492 bytes and retains the same opening mismatch plus an extra branch relocation. Closest is attempts 4/5: exact size with residual scheduler/control-flow differences.
0x800580D4,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=legacy-ygofm-validated-layouts source=tmp/manual-matching/800580D4/attempt3.c,nonmatch,"Validated SVECTOR/MATRIX source compiles to 480/492 bytes. Calls through func_8008E3D0 and gp relocations align, but saved-register allocation diverges at +0x8; final three calls are 16/12 bytes early."
0x800580D4,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=volatile-repeated-d18-loads source=tmp/manual-matching/800580D4/attempt4.c,nonmatch,Volatile D_800F2C40+0xD18 loads restore the target repeated-load shape: first final call relocation aligns at +0x19C. Candidate is 496/492 bytes; first residual is prologue base-register allocation at +0x24 and later calls are four bytes late.
0x800580D4,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=explicit-output-local source=tmp/manual-matching/800580D4/attempt5.c,nonmatch,"Explicit output local is optimized away and reproduces attempt 4 exactly: 496/492 bytes, first divergence +0x24, final two calls four bytes late."
0x800580D4,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_sched2 label=volatile-loads-no-sched2 source=tmp/manual-matching/800580D4/attempt4.c,deferred,"Sixth attempt keeps 496-byte size but moves the first global relocation to +0x34 and diverges at +0x4 from scheduler changes. Closest is attempt 4/5: first residual +0x24, most call relocations exact, final two four bytes late."
0x8005AE68,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=legacy-ygofm-source source=tmp/manual-matching/8005AE68/attempt3.c,nonmatch,Exact 492-byte size and all relocations match; first difference at +0x4 is the saved-register assignment.
0x8005AE68,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=explicit-original-argument source=tmp/manual-matching/8005AE68/attempt4.c,nonmatch,"Exact 492-byte size and all relocations match. Explicit original arg improves entry ordering so first difference moves to +0xC, where arg2 is saved before target arg0."
0x8005AE68,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=explicit-original-and-scale source=tmp/manual-matching/8005AE68/attempt5.c,nonmatch,"Closest candidate: exact 492 bytes and exact relocations; bytes match through +0x63. First residual at +0x64 is target andi s0,s1,0xFF versus candidate move s0,s1."
0x8005AE68,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=s32-mode-truncation source=tmp/manual-matching/8005AE68/attempt6.c,deferred,"Sixth variant widens m and regresses to 480/492 bytes, shifting every relocation eight bytes early. Closest remains attempt 5: exact size/relocations and first differing word at +0x64."
0x8004E7B0,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=unchiga-recorded-sketch source=tmp/manual-matching/8004E7B0/attempt3.c,nonmatch,Recorded Unchiga sketch with target-verified s16 globals and u16 modulus compiles to 404/496 bytes; first word differs because target preserves arg0 in a3 before four gp-relative loads. Candidate has 15 versus target 17 relocations; structural lean-mapping CFG remains shorter.
0x8004E7B0,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=legacy-goto-structure source=tmp/manual-matching/8004E7B0/attempt4.c,nonmatch,Old reference goto structure with independently verified s16/u16 accesses compiles to 476/496 bytes and 16/17 relocations. It retains the same first-word arg0 scheduling mismatch; its back-half CFG is closer but still omits target control-flow/scheduling words.
0x8004E7B0,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8 label=explicit-target-cfg-and-load-order source=tmp/manual-matching/8004E7B0/attempt5.c,nonmatch,"Explicit four-load ordering and target-style goto CFG are optimized back to the attempt-4 shape: 476/496 bytes, 16/17 relocations, and first mismatch at +0x0 from delayed arg0 preservation."
0x8004E7B0,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=legacy-goto-split-final source=tmp/manual-matching/8004E7B0/attempt4.c,deferred,Sixth variant under Unchiga recorded split profile is byte-identical in size/residual to unsplit: 476/496 bytes and 16/17 relocations. Closest is the legacy goto shape; first mismatch remains +0x0 and target back-half contains five additional scheduled/control-flow words.
0x8002A9C0,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=legacy-literal-scratchpad source=tmp/manual-matching/8002A9C0/attempt3.c,nonmatch,Target-derived legacy literal-scratchpad source compiles to exact 500-byte size with all six call relocations exact. Bytes match through +0x93; first residual at +0x94 is target loading 0x55555555 before scratchpad addresses while candidate loads 0x1F800310 first.
0x8002A9C0,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=target-ordered-scratchpad-initializers source=tmp/manual-matching/8002A9C0/attempt4.c,matched,"Exact 500-byte function and all six relocations match. Reordering independently verified scratchpad pointer initializers to b0, magic, b2, b3, b1 reproduces the retail constant-materialization schedule."
0x8001F364,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=validated-legacy-dispatch source=tmp/manual-matching/8001F364/attempt3.c,nonmatch,"Validated local widths and array bases produce exact 504-byte size and 37 relocation records, but relocation offsets differ. First byte residual +0x20 is a branch target one instruction late because the simplified goto dispatch does not fill retail delay slots."
0x8001F364,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=legacy-do-while-dispatch source=tmp/manual-matching/8001F364/attempt4.c,nonmatch,"Restoring the old reference do-while/goto layout keeps exact 504-byte size and 37 relocation records and improves the first residual to +0x2C. Retail places li v0,2 in the dispatch branch delay slot while GCC leaves a nop; later far-pointer relocation offsets still differ."
0x8001F364,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=switch-dispatch source=tmp/manual-matching/8001F364/attempt5.c,nonmatch,Explicit switch over the verified low nibble compiles to exact 504-byte size and 37 relocation records but reproduces attempt 3: first branch target at +0x20 is one instruction late and later relocation offsets differ.
0x8001F364,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_sched2 label=legacy-dispatch-final source=tmp/manual-matching/8001F364/attempt4.c,deferred,"Sixth no-second-scheduler variant worsens to 508/504 bytes and 36/37 relocations, moving the stack-frame setup ahead of the target initial gp load. Closest remains attempt 4: exact size/count, first residual +0x2C, with the far-pointer block structurally aligned but relocation offsets shifted."
0x80058624,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=legacy-vector-audio-source source=tmp/manual-matching/80058624/attempt3.c,nonmatch,"Old reference structure with independently verified s32 vector fields and signed byte output compiles to exact 532-byte size. First residual +0x4 is saved-register allocation (target saves s1, candidate s0); candidate has seven versus target nine relocation records."
0x80058624,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=legacy-byte-pointer-layout source=tmp/manual-matching/80058624/attempt4.c,nonmatch,"Using the old byte-pointer/cast layout is optimized identically to the typed s32 array: exact 532-byte size, first saved-register residual +0x4, and seven versus nine relocation records."
0x80058624,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=typed-global-object source=tmp/manual-matching/80058624/attempt5.c,nonmatch,"Declaring the verified six-word global layout as a typed object does not alter code generation: exact 532-byte size, first residual +0x4, and seven versus nine relocation records."
0x80058624,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=typed-global-split-final source=tmp/manual-matching/80058624/attempt5.c,deferred,"Sixth split-address variant reaches exact 532-byte size and exact nine relocations; bytes match through +0x191. Sole residual word at +0x190 is target negu v1,v1 versus candidate negu v1,v0 after move v1,v0; GCC canonicalizes the source operand."
0x8005BFC8,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=legacy-stream-source source=tmp/manual-matching/8005BFC8/attempt3.c,nonmatch,Legacy stream source with verified globals compiles to 568/556 bytes and 34/32 relocations; first residual +0x4 is a 56-byte versus target 48-byte frame caused by absolute handling of the unsized four-byte gp object.
0x8005BFC8,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=unchiga-typed-sketch source=tmp/manual-matching/8005BFC8/attempt4.c,nonmatch,Unchiga typed sketch compiles to 540/556 bytes and 29/32 relocations. First residual +0x20 is an inverted/shared early-return branch; the reduced source caches the tail globals and omits four retail words.
0x8005BFC8,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=sized-gp-object source=tmp/manual-matching/8005BFC8/attempt5.c,nonmatch,"Sizing D_8009B49C as the verified four-byte gp object fixes the frame and address class: exact 556-byte size and all 32 relocations match. Bytes match through +0x135; first residual is target lui v1,1 versus candidate lui s1,1 for the decode-buffer offset."
0x8005BFC8,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=literal-decode-offset-final source=tmp/manual-matching/8005BFC8/attempt6.c,deferred,"Sixth variant inlines 0x1B000 to avoid the saved-register constant, retaining exact 556-byte size and 32 relocations but regressing register allocation at +0x54. Closest remains attempt 5: bytes exact through +0x135, then target uses v1 where candidate keeps the decode offset in s1."
0x800336F0,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_split label=verified-volatile-reference-source-include-error source=tmp/manual-matching/800336F0/attempt3.c,nonmatch,Target-verified volatile u16 globals and one-argument func_80031E5C source could not preprocess because the temporary source used an invalid src/types.h include path; no bytes were produced.
0x800336F0,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_split label=volatile-reloads-and-one-arg-tail-call source=tmp/manual-matching/800336F0/attempt4.c,matched,"Exact 500-byte text, all 28 relocations, and no allocatable non-text sections match. Volatile u16 declarations reproduce independent D_8009B398 reloads and constant scheduling; the verified one-argument func_80031E5C call preserves the retail tail-call register state."
0x8002BD0C,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=gms-switch-with-verified-offsets source=tmp/manual-matching/8002BD0C/attempt3.c,nonmatch,GMS switch with target-verified field widths and absolute globals emits a new 28-byte .rodata jump table instead of using retail D_80010208; standalone link therefore fails on discarded .rodata and cannot match the external runtime dispatch table.
0x8002BD0C,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_split label=pure-computed-goto-address-taken-labels source=tmp/manual-matching/8002BD0C/attempt4.c,nonmatch,"Pure GNU C computed goto produces the correct external jtbl_80010208 relocation class, but GCC deletes case bodies whose labels are only referenced by no-effect address expressions; candidate is 48/560 bytes and diverges at the prologue."
0x8002BD0C,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=old-reference-goto-switch source=tmp/manual-matching/8002BD0C/attempt5.c,nonmatch,Old reference goto/switch structure with independently verified widths compiles to 532/560 bytes but still emits a private 28-byte .rodata jump table instead of retail jtbl_80010208; standalone strict link cannot accept the extra allocatable section.
0x8002BD0C,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_split label=old-reference-nosplit-final source=tmp/manual-matching/8002BD0C/attempt5.c,deferred,"Sixth variant reaches 556/560 text bytes, the closest size, but retains a forbidden private 28-byte .rodata switch table rather than the retail external jtbl_80010208 relocation. Pure computed-goto label retention collapses the bodies, so exact assembly fallback remains."
0x80044608,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_split label=old-reference-switch source=tmp/manual-matching/80044608/attempt3.c,nonmatch,"Old reference switch with target-verified gp-relative scalar widths compiles to 588/560 bytes. Entry bytes match through +0xB; first residual at +0xC is the state-1 branch target three instructions later, and relocation ordering differs with the longer block layout."
0x80044608,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_split label=unchiga-goto-dispatch source=tmp/manual-matching/80044608/attempt4.c,nonmatch,"Recorded Unchiga goto-dispatch shape with independently verified declarations compiles to 584/560 bytes. First residual is +0x4: target loads D_8009B43D into v1 while GCC chooses a0, causing the documented function-wide register-role and block-layout divergence."
0x80044608,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=unchiga-goto-split source=tmp/manual-matching/80044608/attempt5.c,nonmatch,Split-address profile improves the goto shape to 556/560 bytes with 62/63 relocations (34/35 GPREL16; all 16 calls exact). First residual remains +0x4 because GCC loads D_8009B43D into a0 instead of target v1.
0x80044608,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=volatile-state-word-final source=tmp/manual-matching/80044608/attempt6.c,deferred,"Sixth variant marks target-reloaded D_8009B450 volatile and reaches exact 560-byte size plus exact relocation type/count (63 total: 35 GPREL16, 16 calls, 7 HI16, 5 LO16). Entry load/registers now match; first residual +0xC is the state-1 branch target, and only 23/140 words align because block ordering still differs."
0x80018DB4,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=target-verified-gms-unchiga-shape source=tmp/manual-matching/80018DB4/attempt3.c,nonmatch,Target-derived GMS/Unchiga structure with verified byte/halfword globals compiles to 564/568 bytes and exact relocation type/count (41 total). Bytes match through +0x37; first residual +0x38 is the outer 0x4000 branch target one word early; 58/141 aligned words match.
0x80018DB4,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=corrected-card-table-address source=tmp/manual-matching/80018DB4/attempt4.c,nonmatch,"Correcting the GMS/Unchiga lookup to target semantics removes the erroneous row-derived offset from D_8015C424 access, but GCC folds 0x48000+0x36B8 into the base relocation and shrinks to 556/568 bytes. Outer branch target is three words early at +0x38."
0x80018DB4,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=staged-card-table-base source=tmp/manual-matching/80018DB4/attempt5.c,nonmatch,"Separating D_8015C424 base and 0x48000 group pointer reproduces exact 568-byte size and all 41 relocation types/counts. Bytes match through +0x83; first residual +0x84 is target materializing D_800E9FF0 before loading D_8009B1D5, while candidate reverses that order."
0x80018DB4,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=explicit-error-table-base-final source=tmp/manual-matching/80018DB4/attempt6.c,deferred,"Sixth variant explicitly stages D_800E9FF0 before the xor, but GCC canonicalizes it identically to attempt 5. Closest remains exact 568 bytes and 41 relocation types/counts with 125/142 aligned words; first residual +0x84 is the unreproduced load/materialization schedule."
0x800220B8,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=corrected-old-reference-source source=tmp/manual-matching/800220B8/attempt3.c,nonmatch,Corrected old-reference logic with verified volatile u16 input words and absolute D_800F2848 object compiles to 520/572 bytes. First residual +0x14 is the toggle branch one instruction early because GCC reuses the D_8009B30C address register while retail rematerializes it.
0x800220B8,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=volatile-toggle-word source=tmp/manual-matching/800220B8/attempt4.c,nonmatch,Marking D_8009B30C volatile is code-identical to attempt 3: 520/572 bytes and the first branch target remains one word early at +0x14. GCC still reuses the absolute base register for the load/store pair.
0x800220B8,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_sched2 label=corrected-reference-no-second-scheduler source=tmp/manual-matching/800220B8/attempt5.c,nonmatch,"Disabling GCC second scheduling expands the corrected source to 584/572 bytes, closer in size but worse in shape: first word becomes stack setup instead of retail D_8009B398 lui and relocation offsets diverge from entry."
0x800220B8,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_no_split label=corrected-reference-nosplit-final source=tmp/manual-matching/800220B8/attempt6.c,deferred,"Sixth no-split variant is closest: 576/572 bytes, bytes exact through +0x33, and 123/143 aligned words. It has 43/45 relocations, missing two retail LO16 uses of D_800F2848 because GCC reuses the cached s0 base; exact assembly fallback remains."
0x80060B38,3,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=gms-pure-c-reconstruction source=tmp/manual-matching/80060B38/attempt3.c,nonmatch,"Pure-C GMS reconstruction with verified scratchpad fields, 24-byte script stride, seven-card loop, and two local digit buffers compiles to 836/824 bytes with exact relocation type/count (11). First residual +0x14 is prologue saved-register ordering."
0x80060B38,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=remove-nonretail-zero-initializers source=tmp/manual-matching/80060B38/attempt4.c,nonmatch,"Removing three GMS-inferred zero stores absent from target reaches exact 824-byte size and retains exact 11 relocation types/counts. First residual remains +0x14: target materializes D_80090DD8 before saving s1, while candidate saves s1 first."
0x80060B38,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=target-address-split source=tmp/manual-matching/80060B38/attempt5.c,nonmatch,"Split-address profile reproduces the retail prologue and bytes through +0x2B, with exact 11 relocation types/counts and 74/206 aligned words. It expands to 832/824 bytes; first residual is constant order, candidate materializing 0x100010 before target 0x808080."
0x80060B38,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0_split label=target-ordered-scratch-constants-final source=tmp/manual-matching/80060B38/attempt6.c,deferred,"Sixth variant orders scratch constants like retail and improves to 76/206 aligned words, bytes exact through +0x33, exact 11 relocations, and 832/824 bytes. First residual word +0x34 is register allocation for 0x100010 (target a1, candidate a0); fallback remains."
0x8003E490,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=attempt-4-pure-split source=tmp/agents/manual-six/candidates/func_8003E490_pure.c,nonmatch,tool error: candidate link: (.text+0x6c): relocation truncated to fit: R_MIPS_GPREL16 against `D_801D5648'
0x8003E490,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=attempt-5-gprel-repair source=tmp/agents/manual-six/candidates/func_8003E490_pure.c,nonmatch,size 0xF8/0x344; 207 differing words; relocations_match=False; first +0x0: e3048293 != 0a80033c
0x8003E490,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_split label=attempt-6-unchiga-dispatch source=tmp/agents/manual-six/candidates/func_8003E490_dispatch.c,deferred,size 0x3C/0x344; 206 differing words; relocations_match=False; first +0x4: d8ffbd27 != 00000000; pure collaborator dispatch collapses without its asm label-retention barrier
0x80018608,3,gcc-2.8.1-psx,profile=gcc_2_8_1_o1_g8 label=attempt-3-old-reference-o1 source=tmp/agents/reference-asm-4/attempt-sources/80018608/attempt-3.c,nonmatch,tool error: candidate link: (.text+0x104): additional relocation overflows omitted from the output
0x80018608,4,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_sched2 label=attempt-4-old-reference-no-sched2 source=tmp/agents/reference-asm-4/attempt-sources/80018608/attempt-4.c,nonmatch,tool error: candidate link: (.text+0xfc): additional relocation overflows omitted from the output
0x80018608,5,gcc-2.8.1-psx,profile=gcc_2_8_1_g8_no_split label=attempt-5-old-reference-no-split source=tmp/agents/reference-asm-4/attempt-sources/80018608/attempt-5.c,nonmatch,tool error: candidate link: (.text+0xf0): additional relocation overflows omitted from the output
0x80018608,6,gcc-2.8.1-psx,profile=gcc_2_8_1_g0 label=attempt-6-gprel-repair source=tmp/agents/reference-asm-4/attempt-sources/80018608/attempt-6.c,deferred,size 0x3B0/0x384; 230 differing words; relocations_match=False; first +0x0: 32038397 != 0a80033c
